Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du d�partement;Nom de la r�gion;Commentaires;Nom de la borne
Révéo;Rue Léon Blum 11150 VILLEPINTE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.282486,2.088504;Villepinte;SEINE-SAINT-DENIS;ILE-DE-FRANCE;;B526
Révéo;Parking Le Stade 11800 TREBES;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.2088889,2.444722222;Trèbes;AUDE;OCCITANIE;;B527
Révéo;Avenue De Chalabre 11260 ESPERAZA;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.93515733,2.215775334;Espéraza;AUDE;OCCITANIE;;B528
Révéo;D613-Parking Cave Cooperative 11330 VILLEROUGE-TERMENES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.005,2.626666667;Villerouge-Termenès;AUDE;OCCITANIE;;B529
Révéo;Parking Boulevard De La Douane 11560 FLEURY;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.1777778,3.189722222;Fleury;AISNE;HAUTS-DE-FRANCE;;B530
Révéo;Avenue Alain Colas 11560 FLEURY;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.2166667,3.232777778;Fleury;PAS-DE-CALAIS;HAUTS-DE-FRANCE;;B531
Révéo;Parking D14 11190 RENNE-LES-BAINS;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.921667,2.320833;Rennes-les-Bains;AUDE;OCCITANIE;;B532
E Born;Sardagne 74300 CLUSES;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.0691081,6.5621063;Cluses;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B533
E Born;Place Berger 74190 PASSY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9279808,6.720604;Passy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B534
E Born;Quai Chevallay 74500 ST GINGOLPH;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.39387,6.80141;Saint-Gingolph;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B535
E Born;Parking Mairie 74400 CHAMONIX MONT BLANC;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9239269,6.8690192;Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B536
E Born;Place Joseph S?rand 74210 FAVERGES SEYTHENEX;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.7482961,6.292936;Faverges-Seythenex;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B537
E Born;Rue des Sorbiers 74300 THYEZ;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.076664,6.5414348;Thyez;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B538
E Born;Place du 18 Ao?t 74950 SCIONZIER;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.0568649,6.5491808;Scionzier;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B539
E Born;Place Des Anciens Combattants 74130 VOUGY;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.06668,6.49167;Vougy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B540
E Born;Parking Mattel 74190 PASSY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9084331,6.7054898;Passy;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;;B541
E Born;Parking des Anciennes Casernes 74150 RUMILLY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.860642,5.948327;Rumilly;PAS-DE-CALAIS;HAUTS-DE-FRANCE;;B542
E Born;Quartier Rigoles 74370 ARGONAY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.940159,6.139655;Argonay;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B543
E Born;Jardin Public RD1212 74120 MEGEVE;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.85997,6.62106;Megève;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B544
E Born;Rue Baron Pierre De Coubertin 74000 ANNECY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.91567,6.1202;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B545
E Born;Rd 1206 74160 COLLONGES SOUS SALEVE;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.1421246,6.1377729;Collonges-sous-Salève;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B546
E Born;Parking des Marquisats 74000 ANNECY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.8924,6.1362;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B547
E Born;Bonlieu 74000 ANNECY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.90264,6.12962;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B548
E Born;Supermarch? 74330 LA BALME DE SILLINGY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9611564,6.0391811;La Balme-de-Sillingy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B549
E Born;Place Berger 74190 PASSY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9279808,6.720604;Passy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B550
E Born;Rue de la Libert? 74330 EPAGNY METZ TESSY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.93779,6.09085;Epagny Metz-Tessy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B551
E Born;Avenue De La Gare 74500 EVIAN LES BAINS;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.39822,6.57812;Évian-les-Bains;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B552
Révéo;Rue De La Poste 66210 LES ANGLES;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.578575,2.073845;Les Angles;PYRENEES-ORIENTALES;OCCITANIE;;B553
Révéo;Avenue D'Espagne 66120 FONT-ROMEU;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.504333,2.037674;Font-Romeu-Odeillo-Via;PYRENEES-ORIENTALES;OCCITANIE;;B554
Révéo;Rue Des Soulanets 66210 FONTRABIOUS;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.634364,2.097853;Fontrabiouse;PYRENEES-ORIENTALES;OCCITANIE;;B555
Révéo;Rue Des Porteilles 66400 CERET;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.4851966,2.74641037;Céret;PYRENEES-ORIENTALES;OCCITANIE;;B556
Révéo;Espace Méditerranée 66650 BANYULS SUR MER;2;50.0;T2 - EF;payant;24/24 7/7 jours;42.480958,3.133025;Banyuls-sur-Mer;PYRENEES-ORIENTALES;OCCITANIE;;B557
Révéo;Impasse D'En Valette 66600 SALSES LE CHATEAU;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.830043,2.917944;Salses-le-Château;PYRENEES-ORIENTALES;OCCITANIE;;B558
Révéo;Rue Jean Jaurès (Proche) 66510 SAINT-HIPPOLYTE;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.784481,2.967672;Saint-Hippolyte;PYRENEES-ORIENTALES;OCCITANIE;;B559
VIRTA;Rue de la Gare - 37800 MAILLE;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.053437,0.582874;Maillé;VENDEE;PAYS DE LA LOIRE;;B560
VIRTA;Route de Coudray - 37600 ST JEAN ST GERMAIN;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.082539,1.034772;Saint-Jean-Saint-Germain;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B561
VIRTA;Rue Basse - 37340 AVRILLE LES PONCEAUX;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.395095,0.286574;Avrillé-les-Ponceaux;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B562
VIRTA;Parking rue du Stade - 37600 ST HIPPOLYTE;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.057907,1.101471;Saint-Hippolyte;GIRONDE;NOUVELLE-AQUITAINE;;B563
VIRTA;Parking Salle Socio Culturelle - 37800 DRACHE;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.054163,0.623478;Draché;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B564
SIEML;Parking Du Port 49500 SEGRE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.686106,-0.866408;Segré-en-Anjou Bleu;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B565
SIEML;Rue De La Loire 49170 SAINT GERMAIN DES PRES;3;50.0;T2 - EF;payant;24/24 7/7 jours;47.4096558,-0.8330849;Saint-Germain-des-Prés;LOIRET;CENTRE-VAL DE LOIRE;;B566
SIEML;Place Du Minage 49310 VIHIERS;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.144991,-0.535805;Lys-Haut-Layon;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B567
SIEML;Place Des Chais 49620 LA POMMERAYE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.356033,-0.858696;Mauges-sur-Loire;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B568
SIEML;Avenue Nantes 49300 CHOLET;3;50.0;T2 - EF;payant;24/24 7/7 jours;47.0604,-0.897598;Cholet;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B569
SIEML;Rue De Bretagne 49270 LA VARENNE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.313,-1.322585;Orée d'Anjou;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B570
SIEML;Av Hotel Dieu 49000 ANGERS;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.479479,-0.560626;Angers;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B571
SIEML;Rue Des Sabotiers 49300 CHOLET;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.048993,-0.897106;Cholet;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B572
SIEML;Parking Mairie 49320 SARRIGNE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.501832,-0.383166;Sarrigné;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B573
SIEML;Parking Acacias 49800 LA DAGUENIERE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.418908,-0.435457;Loire-Authion;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B574
SIEML;Place Du Minage 49310 VIHIERS;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.144991,-0.535805;Lys-Haut-Layon;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B575
SIEML;Rue De La Loire 49170 SAINT GERMAIN DES PRES;3;43.0;T2 - EF;payant;24/24 7/7 jours;47.4096558,-0.8330849;Saint-Germain-des-Prés;LOIRET;CENTRE-VAL DE LOIRE;;B576
SIEML;Place du Commerce 49520 COMBREE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.711017,-0.989022;Ombrée d'Anjou;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B577
SIEML;Impasse Du Rocher 49610 JUIGNE SUR LOIRE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.404556,-0.484532;Les Garennes sur Loire;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B578
SIEML;Place Du Mail 49170 SAVENNIERES;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.383595,-0.655311;Savennières;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B579
SIEML;Avenue Du Parc 49110 SAINT PIERRE MONTLIMART;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.270356,-1.02531;Montrevault-sur-Èvre;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B580
SIEML;Rue De L'Aubriaie 49070 SAINT LAMBERT LA POTHERIE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.483684,-0.678323;Saint-Lambert-la-Potherie;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B581
SIEML;Rue De La Cure 49460 FENEU;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.572185,-0.594438;Feneu;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B582
SIEML;Promenade Vieille Maine 49000 ECOUFLANT;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.52875,-0.528013;Écouflant;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B583
SIEML;Rue Henri Poulain 49800 ANDARD;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.457271,-0.395715;Loire-Authion;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B584
SIEML;Place De L'Europe 49150 BAUGE EN ANJOU;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.540358,-0.101972;Baugé-en-Anjou;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B585
SIEML;Place 77Eme Regiment D'Infanterie 49300 CHOLET;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.065228,-0.870702;Cholet;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B586
SIEML;Rue Des Moulins 49400 SAUMUR;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.255545,-0.071973;Saumur;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B587
SIEML;Parking Salle Des Sports 49230 TILLIERES;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.140958,-1.1648;Sèvremoine;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B588
SIEML;Place Colonel Leon Faye 49250 LA MENITRE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.401709,-0.270014;La Ménitré;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B589
Révéo;Place Gabriel Péri 30000 NIMES;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.838932,4.3638;Nîmes;GARD;OCCITANIE;;B590
Révéo;Bld Charles Mourier 30620 BERNIS;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.76627,4.28713;Bernis;GARD;OCCITANIE;;B591
Révéo;Grand Rue 30510 GENERAC;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.729135,4.348634;Générac;GARD;OCCITANIE;;B592
Révéo;Rue Des Mesanges-Ferrières 30127 BELLEGARDE;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.752648,4.497933;Bellegarde;LOIRET;CENTRE-VAL DE LOIRE;;B593
Révéo;Parking Pole Ambulatoire 30100 ALES;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.147637,4.097538;Alès;GARD;OCCITANIE;;B594
Révéo;Place Du Colombier 30450 GENOLHAC;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.348829,3.949792;Génolhac;GARD;OCCITANIE;;B595
Te61;Route de Brethel, Aube 61270;2;18.0;T2 - EF;Gratuit;24/24 7/7 jours;48.739114,0.545254;Aube;MOSELLE;GRAND EST;;B596
AlterBase;Place des Marronniers - 79310 MAZIERES EN GATINE;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.53364734,-0.3234604;Mazières-en-Gâtine;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B597
AlterBase;rue de Palveau - St Sauveur - 79300 BRESSUIRE;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.82054,-0.418693;Bressuire;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B598
AlterBase;Place Colun - 79250 NUEIL LES AUBIERS;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.95686714,-0.58792319;Nueil-les-Aubiers;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B599
AlterBase;rue des Rosiers - St Sauveur - 79300 BRESSUIRE;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.822523,-0.416726;Bressuire;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B600
AlterBase;Parking Salle Polyvalente - 79410 ST REMY;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.3730661,-0.5216527;Saint-Rémy;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;;B601
AlterBase;13 route de Thouars - 79200 CHATILLON SUR THOUET;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.662615,-0.248314;Châtillon-sur-Thouet;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B602
TEM53;Rue Albert Einstein - Parking Palindrome 53000 LAVAL;4;4.0;T2 - EF;payant;24/24 7/7 jours;48.054082,-0.740993;Laval;MAYENNE;PAYS DE LA LOIRE;;B603
TEM53;Chemin Des Marzelles 53210 ARGENTRE;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.085018,-0.643338;Argentré;MAYENNE;PAYS DE LA LOIRE;;B604
TEM53;Place De L'Europe 53800 RENAZE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.793557,-1.055715;Renazé;MAYENNE;PAYS DE LA LOIRE;;B605
TE90;Super U, Rue Jacques Prévert;4;22.0;T2 - EF;payant;24/24 7/7 jours;47.63468,6.82891;Essert;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;;B606
TE90;17 Rue georges Helminger;4;22.0;T2 - EF;payant;24/24 7/7 jours;47.61063,6.99513;Montreux-Château;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;;B607
DIRVE 02;Cap Aisne, rue du chemin des dames, D967 02860 CHAMOUILLE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.46989905,3.668968556;Chamouille;AISNE;HAUTS-DE-FRANCE;;B608
DIRVE 02;Rue Jean Moulin 02120 GUISE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.899109,3.630579;Guise;AISNE;HAUTS-DE-FRANCE;;B609
DIRVE 02;Avenue François Mittérand 02880 CUFFIES;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.40030814,3.32898344;Cuffies;AISNE;HAUTS-DE-FRANCE;;B610
DIRVE 02;Avenue Pierre Choquart, face au Centre commercial de Neuville 02100 SAINT QUENTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.50108582,3.194474313;Saint-Aubin;JURA;BOURGOGNE-FRANCHE-COMTE;;B611
DIRVE 02;Avenue Pierre Choquart, face au Centre commercial de Neuville 02100 SAINT QUENTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.50108582,3.194474313;Saint-Aubin;AUBE;GRAND EST;;B612
DIRVE 02;Avenue du Mar�chal JOFFRE 02500 HIRSON;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.927299,4.075371;Hirson;AISNE;HAUTS-DE-FRANCE;;B613
DIRVE 02;Avenue du Mar�chal JOFFRE 02500 HIRSON;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.927299,4.075371;Hirson;AISNE;HAUTS-DE-FRANCE;;B614
MOBILOIRE;11 rue de l'hôtel de ville;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.467654,4.352902;Villars;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;;B615
VILLE DE CAVAILLON;Parking de L'abreuvoir 84300 Cavaillon;4;22.0;T2 - EF;Gratuit;24/24 7/7 jours;43.836899,5.042069;Cavaillon;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;;B616
Alizé Liberté;Place Jules Ferry 92120 MONTROUGE;9;43.0;T2 - EF;payant;24/24 7/7 jours;48.812693,2.322877;Montrouge;HAUTS-DE-SEINE;ILE-DE-FRANCE;;B617
Alizé Liberté;Rue Roger Salengro 92120 MONTROUGE;8;22.0;T2 - EF;payant;24/24 7/7 jours;48.812477,2.307365;Montrouge;HAUTS-DE-SEINE;ILE-DE-FRANCE;;B618
Alizé Liberté;Place des Dragons 67700 SAVERNE;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.73955,7.362647;Saverne;BAS-RHIN;GRAND EST;;B619
Alizé Liberté;Place des Dragons 67700 SAVERNE;2;22.0;T2 - EF;payant;24/24 7/7 jours;48.73955,7.362647;Saverne;BAS-RHIN;GRAND EST;;B620
Alizé Liberté;Rue Du 19 Mars 1962 15800 VIC-SUR-CERE;4;50.0;T2 - EF;payant;24/24 7/7 jours;44.978116,2.626218;Vic-sur-Cère;CANTAL;AUVERGNE-RHONE-ALPES;;B621
SYDEV;Place De La République 85120 LA CHATAIGNERAIE;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.647221,-0.74243;La Châtaigneraie;VENDEE;PAYS DE LA LOIRE;;B622
SYDEV;Place Clémenceau 85560 LONGEVILLE SUR MER;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.425529,-1.49111;Longeville-sur-Mer;VENDEE;PAYS DE LA LOIRE;;B623
SYDEV;Place De L'Eglise 85140 ESSARTS EN BOCAGE;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.77294,-1.22665;Essarts en Bocage;VENDEE;PAYS DE LA LOIRE;;B624
SYDEV;Rue Jules Verne - Parking de la Communauté de Communes 85250 SAINT FULGENT;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.85125,-1.17026;Saint-Fulgent;VENDEE;PAYS DE LA LOIRE;;B625
SYDEV;Rue De La Mairie 85260 MONTREVERD;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.93412,-1.41197;Montréverd;VENDEE;PAYS DE LA LOIRE;;B626
SYDEV;Rue Des Terriers - Parking Super U 85120 LA CHATAIGNERAIE;3;50.0;T2 - EF;payant;24/24 7/7 jours;46.646595,-0.746495;La Châtaigneraie;VENDEE;PAYS DE LA LOIRE;;B627
E Born;Parking de la Mairie 05000 LA FREISSINOUSE;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.5359,6.0103;La Freissinouse;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B628
E Born;Pra Vesqua 05200 CREVOUX;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.5461648,6.60619239;Crévoux;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B629
E Born;La Station 05160 REALLON;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.575991,6.361567;Réallon;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B630
E Born;Chemin du Plan d Eau 05200 EMBRUN;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.551008,6.481829;Embrun;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B631
Te61;Place Boucicaut, Bellême 61130;2;18.0;T2 - EF;Gratuit;24/24 7/7 jours;48.374335,0.564338;Bellême;ORNE;NORMANDIE;;B632
Te61;Place Pierre Semard, Argentan 61200;2;18.0;T2 - EF;Gratuit;24/24 7/7 jours;48.743438,-0.01787;Argentan;ORNE;NORMANDIE;;B633
Te61;Place Pierre Semard, Argentan 61200;2;18.0;T2 - EF;Gratuit;24/24 7/7 jours;48.743438,-0.01787;Argentan;ORNE;NORMANDIE;;B634
Morbihan énergies;Place François Jaffré 56240 Inguiniel;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.977818,-3.28161;Inguiniel;MORBIHAN;BRETAGNE;;B635
Morbihan énergies;Parking Port Tudy 56590 Groix;2;18.0;T2 - EF;gratuit;24/24 7/7 jours;47.641507,-3.448803;Groix;MORBIHAN;BRETAGNE;;B636
Morbihan énergies;Place de la Poste 56140 Ruffiac;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.819758,-2.282708;Ruffiac;MORBIHAN;BRETAGNE;;B637
Morbihan énergies;Rue Georges Cadoudal 56420 Plaudren;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.778166,-2.689778;Plaudren;MORBIHAN;BRETAGNE;;B638
Morbihan énergies;ZAC du centre 56250 Elven;2;22.0;T2 - EF;gratuit;24/24 7/7 jours;47.7337,-2.590841;Elven;MORBIHAN;BRETAGNE;;B639
Morbihan énergies;Place Varquez 56170 Quiberon;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.481743,-3.121657;Quiberon;MORBIHAN;BRETAGNE;;B640
Morbihan énergies;Rue Cours Carré 56320 Faouët;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.032159,-3.499354;Le Faouët;MORBIHAN;BRETAGNE;;B641
Morbihan énergies;Place Glaharon 56490 Guilliers;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.043441,-2.403894;Guilliers;MORBIHAN;BRETAGNE;;B642
Morbihan énergies;Kerchopine 56620 Cléguer;2;22.0;T2 - EF;gratuit;24/24 7/7 jours;47.887598,-3.336729;Cléguer;MORBIHAN;BRETAGNE;;B643
Morbihan énergies;Place de La Liberté 56100 Lorient;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.761289,-3.385916;Lorient;MORBIHAN;BRETAGNE;;B644
Morbihan énergies;Boulevard Abbé Louis le Cam 56100 Lorient;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.730545,-3.359602;Lorient;MORBIHAN;BRETAGNE;;B645
Morbihan énergies;Rue du souvenir 56460 Lizio;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.862029,-2.526434;Lizio;MORBIHAN;BRETAGNE;;B646
Morbihan énergies;Rue de la Poste 56390 Grand-Champ;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.758084,-2.842664;Grand-Champ;MORBIHAN;BRETAGNE;;B647
Morbihan énergies;Rue des Rohan 56540 Kernascléden;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.007954,-3.318491;Kernascléden;MORBIHAN;BRETAGNE;;B648
Morbihan énergies;Place Anne de Bretagne 56270 Ploemeur;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.734611,-3.427366;Ploemeur;MORBIHAN;BRETAGNE;;B649
Morbihan énergies;Le Bourg 56480 Sainte-Brigitte;2;18.0;T2 - EF;gratuit;24/24 7/7 jours;48.1642,-3.1275;Sainte-Brigitte;MORBIHAN;BRETAGNE;;B650
Morbihan énergies;Rue comte de Lanjuinais 56500 Bignan;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.880847,-2.771008;Bignan;MORBIHAN;BRETAGNE;;B651
Morbihan énergies;Place Général de Gaulle 56230 Questembert;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.660195,-2.452043;Questembert;MORBIHAN;BRETAGNE;;B652
Morbihan énergies;Boulevard de l'Océan 56760 Pénestin;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.482122,-2.470933;Pénestin;MORBIHAN;BRETAGNE;;B653
Révéo;centrale de Pragnères 65120 GAVARNIE GEDRE;2;18.0;T2 - EF;payant;24/24 7/7 jours;42.82034,0.00978;Gavarnie-Gèdre;HAUTES-PYRENEES;OCCITANIE;;B654
Révéo;Parking Tournaboup 65120 BAREGES;2;18.0;T2 - EF;payant;24/24 7/7 jours;42.90314,0.10111;Barèges;HAUTES-PYRENEES;OCCITANIE;;B655
E Born;Parking du Golf de la Valdaine 26740 MONTBOUCHER SUR JABRON;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.541316,4.799586;Montboucher-sur-Jabron;DROME;AUVERGNE-RHONE-ALPES;;B656
E Born;Place Anatole France 26260 ST DONAT SUR L HERBASSE;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.122126,4.985143;Saint-Donat-sur-l'Herbasse;DROME;AUVERGNE-RHONE-ALPES;;B657
E Born;Lautagne Labo 26000 VALENCE;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.904052,4.904457;Valence;CHARENTE;NOUVELLE-AQUITAINE;;B658
E Born;Rue des Ecoles 26120 CHABEUIL;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.899329,5.018348;Chabeuil;DROME;AUVERGNE-RHONE-ALPES;;B659
E Born;Parking Chaussy 26130 ST PAUL TROIS CHATEAUX;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.347337,4.769987;Saint-Paul-Trois-Châteaux;DROME;AUVERGNE-RHONE-ALPES;;B660
E Born;Parking Freydier N7 26740 LA COUCOURDE;2;22.0;T2 - EF;payant;24/24 7/7 jours;44.649576,4.781791;La Coucourde;DROME;AUVERGNE-RHONE-ALPES;;B661
